
80;29;33
88;39;35
96;38;39
104;48;46
112;36;44
120;51;46
128;53;56
136;54;57
144;54;56
152;61;55
160;57;64
168;60;69
176;62;76
184;72;85
192;79;77
200;78;85
208;86;89
216;86;92
224;93;90
232;96;104
240;96;97
248;99;104
256;101;97
264;103;107
272;118;112
280;112;109
288;114;112
296;123;127
304;130;129
312;127;135
320;138;126
328;145;134
336;136;134
344;161;135
352;151;152
360;145;139
368;153;152
376;155;150
384;171;162
392;161;159
400;163;171
